PROVINSI,date,tempat_rekreasi,pusat_perbelanjaan_dan_apotek,taman,stasiun_transit,perkantoran,perumahan
PROVINSI JAWA BARAT,2020-06-05,-39,0,-14,-44,-28,17
PROVINSI JAWA BARAT,2020-06-06,-41,-1,-20,-42,-15,13
PROVINSI JAWA BARAT,2020-06-07,-42,-3,-19,-42,-3,12
PROVINSI JAWA BARAT,2020-06-08,-36,0,-10,-37,-26,15
PROVINSI JAWA BARAT,2020-06-09,-37,0,-12,-36,-27,15
PROVINSI JAWA BARAT,2020-06-10,-34,4,-6,-33,-27,15
PROVINSI JAWA BARAT,2020-06-11,-32,5,-8,-35,-27,15
PROVINSI JAWA BARAT,2020-06-12,-34,0,-11,-40,-26,16
PROVINSI JAWA BARAT,2020-06-13,-36,0,-13,-37,-14,12
PROVINSI JAWA BARAT,2020-06-14,-36,-1,-10,-35,0,10
PROVINSI JAWA BARAT,2020-06-15,-32,1,-7,-34,-25,14
PROVINSI JAWA BARAT,2020-06-16,-32,2,-8,-32,-26,14
PROVINSI JAWA BARAT,2020-06-17,-30,4,-4,-30,-26,13
PROVINSI JAWA BARAT,2020-06-18,-30,4,-8,-32,-26,13
PROVINSI JAWA BARAT,2020-06-19,-32,-2,-13,-37,-25,15
PROVINSI JAWA BARAT,2020-06-20,-33,1,-11,-35,-12,10
PROVINSI JAWA BARAT,2020-06-21,-35,-3,-9,-34,0,10
PROVINSI JAWA BARAT,2020-06-22,-32,-3,-9,-33,-27,14
PROVINSI JAWA BARAT,2020-06-23,-30,1,-8,-31,-27,14
PROVINSI JAWA BARAT,2020-06-24,-30,0,-5,-30,-26,13
PROVINSI JAWA BARAT,2020-06-25,-28,7,-5,-29,-26,13
PROVINSI JAWA BARAT,2020-06-26,-31,1,-9,-34,-25,14
PROVINSI JAWA BARAT,2020-06-27,-30,5,-6,-29,-14,10
PROVINSI JAWA BARAT,2020-06-28,-31,1,-3,-29,0,9
PROVINSI JAWA BARAT,2020-06-29,-28,3,-3,-30,-25,13
PROVINSI JAWA BARAT,2020-06-30,-23,9,-2,-29,-25,12
PROVINSI JAWA BARAT,2020-07-01,-21,12,2,-26,-25,12
PROVINSI JAWA BARAT,2020-07-02,-25,8,-6,-27,-26,13
PROVINSI JAWA BARAT,2020-07-03,-24,6,-2,-29,-24,14
PROVINSI JAWA BARAT,2020-07-04,-23,10,4,-26,-14,9
PROVINSI JAWA BARAT,2020-07-05,-24,8,8,-23,-1,8
PROVINSI JAWA BARAT,2020-07-06,-24,4,-2,-27,-26,13
PROVINSI JAWA BARAT,2020-07-07,-21,10,2,-24,-25,12
PROVINSI JAWA BARAT,2020-07-08,-22,6,3,-24,-24,12
PROVINSI JAWA BARAT,2020-07-09,-21,11,3,-23,-24,12
PROVINSI JAWA BARAT,2020-07-10,-24,5,-2,-29,-23,13
PROVINSI JAWA BARAT,2020-07-11,-24,7,2,-25,-11,9
PROVINSI JAWA BARAT,2020-07-12,-26,5,2,-25,1,9
PROVINSI JAWA BARAT,2020-07-13,-24,4,-3,-28,-23,12
PROVINSI JAWA BARAT,2020-07-14,-26,2,-5,-29,-24,13
PROVINSI JAWA BARAT,2020-07-15,-23,3,-4,-28,-23,13
PROVINSI JAWA BARAT,2020-07-16,-22,7,-4,-28,-23,13
PROVINSI JAWA BARAT,2020-07-17,-24,1,-5,-33,-22,14
PROVINSI JAWA BARAT,2020-07-18,-24,4,-3,-31,-11,10
PROVINSI JAWA BARAT,2020-07-19,-27,1,-4,-31,2,9
PROVINSI JAWA BARAT,2020-07-20,-24,2,-5,-31,-23,13
PROVINSI JAWA BARAT,2020-07-21,-26,0,-8,-31,-24,14
PROVINSI JAWA BARAT,2020-07-22,-23,2,-4,-29,-23,14
PROVINSI JAWA BARAT,2020-07-23,-24,4,-6,-29,-23,14
PROVINSI JAWA BARAT,2020-07-24,-24,2,-3,-32,-22,14
PROVINSI JAWA BARAT,2020-07-25,-23,6,-1,-28,-11,10
PROVINSI JAWA BARAT,2020-07-26,-25,3,-3,-28,2,9
PROVINSI JAWA BARAT,2020-07-27,-23,3,-2,-28,-23,13
PROVINSI JAWA BARAT,2020-07-28,-22,7,-3,-25,-24,13
PROVINSI JAWA BARAT,2020-07-29,-18,12,3,-18,-24,13
PROVINSI JAWA BARAT,2020-07-30,-8,35,18,2,-27,10
PROVINSI JAWA BARAT,2020-07-31,-26,0,21,-31,-64,20
PROVINSI JAWA BARAT,2020-08-01,-23,8,18,-28,-25,10
PROVINSI JAWA BARAT,2020-08-02,-22,9,9,-12,-4,6
PROVINSI JAWA BARAT,2020-08-03,-17,10,9,-16,-25,12
PROVINSI JAWA BARAT,2020-08-04,-20,9,3,-22,-25,13
PROVINSI JAWA BARAT,2020-08-05,-17,11,7,-22,-24,12
PROVINSI JAWA BARAT,2020-08-06,-16,13,6,-22,-24,12
PROVINSI JAWA BARAT,2020-08-07,-19,6,3,-27,-23,12
PROVINSI JAWA BARAT,2020-08-08,-19,9,6,-22,-12,8
PROVINSI JAWA BARAT,2020-08-09,-21,6,3,-23,1,8
PROVINSI JAWA BARAT,2020-08-10,-17,9,6,-25,-23,12
PROVINSI JAWA BARAT,2020-08-11,-20,6,1,-26,-24,12
PROVINSI JAWA BARAT,2020-08-12,-15,9,8,-23,-23,12
PROVINSI JAWA BARAT,2020-08-13,-20,5,-1,-25,-24,13
PROVINSI JAWA BARAT,2020-08-14,-18,6,0,-25,-23,13
PROVINSI JAWA BARAT,2020-08-15,-17,10,8,-15,-11,8
PROVINSI JAWA BARAT,2020-08-16,-17,8,22,-17,0,7
PROVINSI JAWA BARAT,2020-08-17,-12,6,50,-25,-61,19
PROVINSI JAWA BARAT,2020-08-18,-20,6,4,-22,-23,11
PROVINSI JAWA BARAT,2020-08-19,-14,12,14,-15,-23,10
PROVINSI JAWA BARAT,2020-08-20,-9,14,41,-18,-55,18
PROVINSI JAWA BARAT,2020-08-21,-16,5,25,-32,-37,16
PROVINSI JAWA BARAT,2020-08-22,-22,0,14,-27,-12,10
PROVINSI JAWA BARAT,2020-08-23,-26,-3,2,-24,2,9
PROVINSI JAWA BARAT,2020-08-24,-20,1,2,-27,-21,12
PROVINSI JAWA BARAT,2020-08-25,-19,7,2,-27,-22,12
PROVINSI JAWA BARAT,2020-08-26,-17,7,6,-26,-21,12
PROVINSI JAWA BARAT,2020-08-27,-15,12,7,-25,-21,12
PROVINSI JAWA BARAT,2020-08-28,-17,9,6,-28,-20,13
PROVINSI JAWA BARAT,2020-08-29,-18,9,9,-26,-9,9
PROVINSI JAWA BARAT,2020-08-30,-19,8,11,-25,3,8
PROVINSI JAWA BARAT,2020-08-31,-16,9,7,-27,-21,12
PROVINSI JAWA BARAT,2020-09-01,-15,14,7,-25,-22,12
PROVINSI JAWA BARAT,2020-09-02,-15,11,8,-25,-22,12
PROVINSI JAWA BARAT,2020-09-03,-13,13,7,-25,-23,12
PROVINSI JAWA BARAT,2020-09-04,-16,8,6,-30,-22,14
PROVINSI JAWA BARAT,2020-09-05,-17,10,13,-27,-12,10
PROVINSI JAWA BARAT,2020-09-06,-17,8,15,-25,0,8
PROVINSI JAWA BARAT,2020-09-07,-16,7,9,-28,-23,13
PROVINSI JAWA BARAT,2020-09-08,-16,8,7,-27,-23,13
PROVINSI JAWA BARAT,2020-09-09,-16,8,10,-27,-22,12
PROVINSI JAWA BARAT,2020-09-10,-15,10,8,-26,-23,12
PROVINSI JAWA BARAT,2020-09-11,-16,4,7,-30,-22,13
PROVINSI JAWA BARAT,2020-09-12,-18,5,9,-29,-11,9
PROVINSI JAWA BARAT,2020-09-13,-21,1,7,-27,0,9
PROVINSI JAWA BARAT,2020-09-14,-21,-2,1,-38,-23,15
PROVINSI JAWA BARAT,2020-09-15,-22,-2,-2,-37,-24,15
PROVINSI JAWA BARAT,2020-09-16,-17,5,4,-34,-24,15
PROVINSI JAWA BARAT,2020-09-17,-18,4,1,-35,-24,15
PROVINSI JAWA BARAT,2020-09-18,-21,-1,-1,-39,-23,17
PROVINSI JAWA BARAT,2020-09-19,-22,0,-1,-38,-11,13
PROVINSI JAWA BARAT,2020-09-20,-31,-10,-12,-42,-3,14
PROVINSI JAWA BARAT,2020-09-21,-24,-6,-7,-38,-25,16
PROVINSI JAWA BARAT,2020-09-22,-28,-8,-11,-37,-27,17
PROVINSI JAWA BARAT,2020-09-23,-24,-2,-2,-34,-25,16
PROVINSI JAWA BARAT,2020-09-24,-24,-2,-3,-33,-26,16
PROVINSI JAWA BARAT,2020-09-25,-24,0,-3,-36,-24,18
PROVINSI JAWA BARAT,2020-09-26,-25,1,-4,-34,-12,13
PROVINSI JAWA BARAT,2020-09-27,-31,-7,-8,-35,-4,14
PROVINSI JAWA BARAT,2020-09-28,-24,0,-3,-32,-25,16
PROVINSI JAWA BARAT,2020-09-29,-24,0,-3,-30,-26,16
PROVINSI JAWA BARAT,2020-09-30,-20,9,3,-28,-26,14
PROVINSI JAWA BARAT,2020-10-01,-19,15,3,-27,-26,11
PROVINSI JAWA BARAT,2020-10-02,-20,7,3,-31,-25,12
PROVINSI JAWA BARAT,2020-10-03,-22,8,-1,-28,-17,9
PROVINSI JAWA BARAT,2020-10-04,-22,5,7,-26,-8,7
PROVINSI JAWA BARAT,2020-10-05,-21,5,4,-28,-27,11
PROVINSI JAWA BARAT,2020-10-06,-22,3,2,-29,-28,12
PROVINSI JAWA BARAT,2020-10-07,-19,7,7,-28,-26,12
PROVINSI JAWA BARAT,2020-10-08,-20,6,5,-27,-26,14
PROVINSI JAWA BARAT,2020-10-09,-22,1,-1,-34,-24,16
PROVINSI JAWA BARAT,2020-10-10,-24,2,-4,-31,-12,12
PROVINSI JAWA BARAT,2020-10-11,-22,3,6,-28,-2,10
PROVINSI JAWA BARAT,2020-10-12,-21,2,3,-30,-24,14
PROVINSI JAWA BARAT,2020-10-13,-22,0,-1,-32,-25,15
PROVINSI JAWA BARAT,2020-10-14,-18,4,4,-28,-23,14
PROVINSI JAWA BARAT,2020-10-15,-18,9,3,-26,-23,15
PROVINSI JAWA BARAT,2020-10-16,-25,-4,-6,-33,-23,17
PROVINSI JAWA BARAT,2020-10-17,-21,7,0,-26,-11,12
PROVINSI JAWA BARAT,2020-10-18,-22,3,4,-25,-3,11
PROVINSI JAWA BARAT,2020-10-19,-25,-2,-6,-29,-23,15
PROVINSI JAWA BARAT,2020-10-20,-25,-2,-8,-28,-25,15
PROVINSI JAWA BARAT,2020-10-21,-25,-4,-8,-28,-25,14
PROVINSI JAWA BARAT,2020-10-22,-19,7,-3,-25,-25,11
PROVINSI JAWA BARAT,2020-10-23,-20,4,-3,-29,-23,12
PROVINSI JAWA BARAT,2020-10-24,-23,2,-6,-25,-13,8
PROVINSI JAWA BARAT,2020-10-25,-23,2,-2,-23,-5,7
PROVINSI JAWA BARAT,2020-10-26,-23,0,-6,-27,-24,11
PROVINSI JAWA BARAT,2020-10-27,-20,6,-5,-18,-25,10
PROVINSI JAWA BARAT,2020-10-28,-5,21,21,-3,-37,10
PROVINSI JAWA BARAT,2020-10-29,2,22,50,-6,-58,14
PROVINSI JAWA BARAT,2020-10-30,-12,6,21,-26,-41,14
PROVINSI JAWA BARAT,2020-10-31,-24,-4,0,-19,-18,9
PROVINSI JAWA BARAT,2020-11-01,-19,5,3,-7,-7,6
PROVINSI JAWA BARAT,2020-11-02,-17,6,-1,-19,-24,10
PROVINSI JAWA BARAT,2020-11-03,-15,8,-1,-22,-24,10
PROVINSI JAWA BARAT,2020-11-04,-14,7,1,-22,-24,10
PROVINSI JAWA BARAT,2020-11-05,-17,6,-7,-24,-26,11
PROVINSI JAWA BARAT,2020-11-06,-16,4,-1,-27,-23,11
PROVINSI JAWA BARAT,2020-11-07,-17,4,0,-21,-14,7
PROVINSI JAWA BARAT,2020-11-08,-18,3,5,-20,-7,7
PROVINSI JAWA BARAT,2020-11-09,-19,2,-1,-25,-24,10
PROVINSI JAWA BARAT,2020-11-10,-18,3,-5,-26,-25,10
PROVINSI JAWA BARAT,2020-11-11,-15,7,0,-24,-24,10
PROVINSI JAWA BARAT,2020-11-12,-15,8,-2,-23,-24,10
PROVINSI JAWA BARAT,2020-11-13,-17,3,-2,-27,-23,11
PROVINSI JAWA BARAT,2020-11-14,-19,1,-4,-24,-13,8
PROVINSI JAWA BARAT,2020-11-15,-16,4,8,-19,-5,6
PROVINSI JAWA BARAT,2020-11-16,-19,1,-3,-26,-24,10
PROVINSI JAWA BARAT,2020-11-17,-19,2,-4,-26,-25,10
PROVINSI JAWA BARAT,2020-11-18,-17,4,-1,-24,-24,10
PROVINSI JAWA BARAT,2020-11-19,-16,6,-3,-24,-24,10
PROVINSI JAWA BARAT,2020-11-20,-18,1,-6,-28,-23,12
PROVINSI JAWA BARAT,2020-11-21,-20,1,-6,-25,-13,8
PROVINSI JAWA BARAT,2020-11-22,-20,-1,-1,-23,-7,7
PROVINSI JAWA BARAT,2020-11-23,-22,-4,-9,-28,-24,11
PROVINSI JAWA BARAT,2020-11-24,-24,-5,-13,-28,-25,11
PROVINSI JAWA BARAT,2020-11-25,-17,7,-4,-23,-24,10
PROVINSI JAWA BARAT,2020-11-26,-12,13,1,-21,-24,9
PROVINSI JAWA BARAT,2020-11-27,-17,3,-3,-26,-23,11
PROVINSI JAWA BARAT,2020-11-28,-17,6,-5,-21,-12,7
PROVINSI JAWA BARAT,2020-11-29,-17,4,2,-18,-5,7
PROVINSI JAWA BARAT,2020-11-30,-18,6,-8,-25,-23,10
PROVINSI JAWA BARAT,2020-12-01,-15,12,-6,-24,-24,10
PROVINSI JAWA BARAT,2020-12-02,-12,13,0,-22,-23,10
PROVINSI JAWA BARAT,2020-12-03,-12,13,-2,-23,-24,11
PROVINSI JAWA BARAT,2020-12-04,-16,5,-6,-27,-23,11
PROVINSI JAWA BARAT,2020-12-05,-16,8,-6,-22,-12,7
PROVINSI JAWA BARAT,2020-12-06,-26,-6,-19,-26,-10,10
PROVINSI JAWA BARAT,2020-12-07,-19,3,-6,-27,-26,11
PROVINSI JAWA BARAT,2020-12-08,-16,8,-2,-23,-24,9
PROVINSI JAWA BARAT,2020-12-09,-9,9,9,-29,-55,18
PROVINSI JAWA BARAT,2020-12-10,-14,11,0,-19,-22,12
PROVINSI JAWA BARAT,2020-12-11,-16,6,-1,-24,-21,14
PROVINSI JAWA BARAT,2020-12-12,-18,8,-2,-19,-9,10
PROVINSI JAWA BARAT,2020-12-13,-21,0,-3,-18,-1,11
PROVINSI JAWA BARAT,2020-12-14,-19,0,-2,-22,-22,14
PROVINSI JAWA BARAT,2020-12-15,-18,4,-2,-20,-23,14
PROVINSI JAWA BARAT,2020-12-16,-15,7,3,-18,-22,13
PROVINSI JAWA BARAT,2020-12-17,-13,11,5,-16,-22,13
PROVINSI JAWA BARAT,2020-12-18,-16,5,2,-22,-21,14
PROVINSI JAWA BARAT,2020-12-19,-17,8,2,-18,-7,10
PROVINSI JAWA BARAT,2020-12-20,-19,3,4,-16,0,10
PROVINSI JAWA BARAT,2020-12-21,-16,5,4,-20,-24,13
PROVINSI JAWA BARAT,2020-12-22,-15,7,5,-16,-25,13
PROVINSI JAWA BARAT,2020-12-23,-10,14,13,-6,-25,12
PROVINSI JAWA BARAT,2020-12-24,-7,19,21,-5,-42,16
PROVINSI JAWA BARAT,2020-12-25,-12,8,25,-27,-58,21
PROVINSI JAWA BARAT,2020-12-26,-20,4,8,-26,-21,12
PROVINSI JAWA BARAT,2020-12-27,-21,0,6,-18,-1,10
PROVINSI JAWA BARAT,2020-12-28,-14,8,11,-21,-29,14
PROVINSI JAWA BARAT,2020-12-29,-16,6,6,-20,-31,15
PROVINSI JAWA BARAT,2020-12-30,-10,15,15,-12,-31,14
PROVINSI JAWA BARAT,2020-12-31,0,37,41,-7,-47,14
PROVINSI JAWA BARAT,2021-01-01,-20,1,37,-37,-67,22
PROVINSI JAWA BARAT,2021-01-02,-20,7,20,-24,-29,12
PROVINSI JAWA BARAT,2021-01-03,-27,-4,6,-16,-6,11
PROVINSI JAWA BARAT,2021-01-04,-18,7,6,-19,-25,14
PROVINSI JAWA BARAT,2021-01-05,-18,9,4,-22,-25,14
PROVINSI JAWA BARAT,2021-01-06,-16,6,3,-24,-24,14
PROVINSI JAWA BARAT,2021-01-07,-13,12,6,-23,-25,14
PROVINSI JAWA BARAT,2021-01-08,-19,2,-3,-30,-23,15
PROVINSI JAWA BARAT,2021-01-09,-30,-8,-17,-33,-13,12
PROVINSI JAWA BARAT,2021-01-10,-20,5,-2,-25,-3,10
PROVINSI JAWA BARAT,2021-01-11,-20,1,-3,-31,-25,14
PROVINSI JAWA BARAT,2021-01-12,-24,-5,-11,-32,-27,15
PROVINSI JAWA BARAT,2021-01-13,-22,-3,-7,-32,-28,13
PROVINSI JAWA BARAT,2021-01-14,-25,-8,-14,-37,-33,12
PROVINSI JAWA BARAT,2021-01-15,-28,-14,-16,-44,-34,13
PROVINSI JAWA BARAT,2021-01-16,-34,-17,-25,-45,-25,10
PROVINSI JAWA BARAT,2021-01-17,-31,-14,-17,-42,-16,10
PROVINSI JAWA BARAT,2021-01-18,-31,-17,-21,-42,-34,14
PROVINSI JAWA BARAT,2021-01-19,-30,-15,-20,-40,-35,14
PROVINSI JAWA BARAT,2021-01-20,-28,-12,-19,-39,-33,15
PROVINSI JAWA BARAT,2021-01-21,-29,-12,-20,-39,-33,15
PROVINSI JAWA BARAT,2021-01-22,-29,-15,-19,-42,-31,16
PROVINSI JAWA BARAT,2021-01-23,-30,-11,-23,-42,-19,11
PROVINSI JAWA BARAT,2021-01-24,-34,-17,-25,-43,-13,13
PROVINSI JAWA BARAT,2021-01-25,-28,-12,-18,-38,-30,14
PROVINSI JAWA BARAT,2021-01-26,-27,-10,-18,-36,-31,14
PROVINSI JAWA BARAT,2021-01-27,-24,-6,-15,-34,-30,14
PROVINSI JAWA BARAT,2021-01-28,-21,-1,-14,-32,-30,13
PROVINSI JAWA BARAT,2021-01-29,-25,-6,-18,-36,-29,14
PROVINSI JAWA BARAT,2021-01-30,-28,-4,-27,-35,-18,9
PROVINSI JAWA BARAT,2021-01-31,-23,1,-20,-30,-8,8
PROVINSI JAWA BARAT,2021-02-01,-24,-2,-17,-33,-29,11
PROVINSI JAWA BARAT,2021-02-02,-22,2,-17,-31,-30,11
PROVINSI JAWA BARAT,2021-02-03,-23,-3,-18,-32,-30,12
PROVINSI JAWA BARAT,2021-02-04,-23,-3,-20,-31,-31,11
PROVINSI JAWA BARAT,2021-02-05,-20,1,-15,-34,-29,11
PROVINSI JAWA BARAT,2021-02-06,-24,-1,-22,-34,-20,8
PROVINSI JAWA BARAT,2021-02-07,-34,-16,-34,-38,-16,10
PROVINSI JAWA BARAT,2021-02-08,-25,-7,-20,-32,-32,11
PROVINSI JAWA BARAT,2021-02-09,-21,0,-16,-29,-31,10
PROVINSI JAWA BARAT,2021-02-10,-18,2,-14,-27,-29,10
PROVINSI JAWA BARAT,2021-02-11,-13,9,-7,-18,-29,8
PROVINSI JAWA BARAT,2021-02-12,-14,3,4,-36,-60,17
PROVINSI JAWA BARAT,2021-02-13,-23,-1,-11,-37,-25,8
PROVINSI JAWA BARAT,2021-02-14,-26,-5,-16,-30,-12,7
PROVINSI JAWA BARAT,2021-02-15,-22,-3,-15,-29,-29,10
PROVINSI JAWA BARAT,2021-02-16,-23,-3,-17,-31,-30,10
PROVINSI JAWA BARAT,2021-02-17,-20,1,-15,-29,-28,10
PROVINSI JAWA BARAT,2021-02-18,-26,-7,-23,-32,-29,11
PROVINSI JAWA BARAT,2021-02-19,-23,-2,-18,-36,-29,12
PROVINSI JAWA BARAT,2021-02-20,-28,-4,-24,-38,-21,9
PROVINSI JAWA BARAT,2021-02-21,-26,-3,-19,-35,-11,7
PROVINSI JAWA BARAT,2021-02-22,-23,-3,-14,-32,-28,9
PROVINSI JAWA BARAT,2021-02-23,-23,-2,-16,-31,-28,10
PROVINSI JAWA BARAT,2021-02-24,-21,-1,-15,-30,-27,10
PROVINSI JAWA BARAT,2021-02-25,-17,9,-13,-27,-27,10
PROVINSI JAWA BARAT,2021-02-26,-16,9,-12,-30,-25,10
PROVINSI JAWA BARAT,2021-02-27,-14,15,-10,-26,-14,5
PROVINSI JAWA BARAT,2021-02-28,-17,10,-8,-24,-6,5
PROVINSI JAWA BARAT,2021-03-01,-17,8,-10,-27,-26,8
PROVINSI JAWA BARAT,2021-03-02,-17,9,-12,-25,-27,9
PROVINSI JAWA BARAT,2021-03-03,-15,9,-10,-25,-26,9
PROVINSI JAWA BARAT,2021-03-04,-18,5,-13,-25,-27,9
PROVINSI JAWA BARAT,2021-03-05,-17,6,-10,-28,-25,10
PROVINSI JAWA BARAT,2021-03-06,-19,6,-14,-24,-15,6
PROVINSI JAWA BARAT,2021-03-07,-20,3,-10,-24,-10,6
PROVINSI JAWA BARAT,2021-03-08,-19,3,-13,-26,-27,9
PROVINSI JAWA BARAT,2021-03-09,-16,6,-9,-25,-27,9
PROVINSI JAWA BARAT,2021-03-10,-11,13,0,-15,-26,7
PROVINSI JAWA BARAT,2021-03-11,-2,18,17,-20,-59,15
PROVINSI JAWA BARAT,2021-03-12,-17,4,-6,-29,-28,11
PROVINSI JAWA BARAT,2021-03-13,-16,8,-3,-26,-17,6
PROVINSI JAWA BARAT,2021-03-14,-17,6,0,-19,-10,6
PROVINSI JAWA BARAT,2021-03-15,-16,6,-6,-23,-25,9
PROVINSI JAWA BARAT,2021-03-16,-21,1,-14,-26,-26,10
PROVINSI JAWA BARAT,2021-03-17,-16,7,-7,-24,-24,9
PROVINSI JAWA BARAT,2021-03-18,-18,4,-12,-24,-24,10
PROVINSI JAWA BARAT,2021-03-19,-17,4,-10,-28,-23,10
PROVINSI JAWA BARAT,2021-03-20,-16,9,-6,-25,-12,6
PROVINSI JAWA BARAT,2021-03-21,-19,3,-4,-24,-7,6
PROVINSI JAWA BARAT,2021-03-22,-19,2,-10,-26,-24,9
PROVINSI JAWA BARAT,2021-03-23,-19,2,-12,-26,-25,9
PROVINSI JAWA BARAT,2021-03-24,-18,3,-11,-24,-24,9
PROVINSI JAWA BARAT,2021-03-25,-15,10,-11,-21,-24,9
PROVINSI JAWA BARAT,2021-03-26,-12,11,-3,-23,-22,9
PROVINSI JAWA BARAT,2021-03-27,-20,4,-11,-23,-13,6
PROVINSI JAWA BARAT,2021-03-28,-14,11,-1,-18,-5,5
PROVINSI JAWA BARAT,2021-03-29,-14,10,-4,-22,-23,8
PROVINSI JAWA BARAT,2021-03-30,-17,5,-13,-23,-25,9
PROVINSI JAWA BARAT,2021-03-31,-13,10,-7,-17,-24,8
PROVINSI JAWA BARAT,2021-04-01,-1,30,5,2,-23,5
PROVINSI JAWA BARAT,2021-04-02,4,28,31,-6,-56,13
PROVINSI JAWA BARAT,2021-04-03,-12,14,7,-16,-20,6
PROVINSI JAWA BARAT,2021-04-04,-10,17,12,1,-6,2
PROVINSI JAWA BARAT,2021-04-05,-10,16,3,-12,-23,7
PROVINSI JAWA BARAT,2021-04-06,-9,16,1,-14,-24,7
PROVINSI JAWA BARAT,2021-04-07,-7,17,5,-12,-24,7
PROVINSI JAWA BARAT,2021-04-08,-3,22,9,-10,-23,6
PROVINSI JAWA BARAT,2021-04-09,-4,17,6,-13,-21,7
PROVINSI JAWA BARAT,2021-04-10,-5,22,8,-6,-11,3
PROVINSI JAWA BARAT,2021-04-11,-9,17,8,-3,-6,3
PROVINSI JAWA BARAT,2021-04-12,-2,29,12,-5,-27,6
PROVINSI JAWA BARAT,2021-04-13,-32,-1,-27,-32,-35,16
PROVINSI JAWA BARAT,2021-04-14,-25,2,-22,-27,-29,13
PROVINSI JAWA BARAT,2021-04-15,-22,4,-20,-25,-25,13
PROVINSI JAWA BARAT,2021-04-16,-18,8,-13,-29,-23,13
PROVINSI JAWA BARAT,2021-04-17,-24,2,-27,-34,-13,11
PROVINSI JAWA BARAT,2021-04-18,-25,1,-29,-32,-5,12
PROVINSI JAWA BARAT,2021-04-19,-20,2,-15,-27,-23,12
PROVINSI JAWA BARAT,2021-04-20,-16,10,-12,-24,-24,11
PROVINSI JAWA BARAT,2021-04-21,-14,10,-8,-24,-23,11
PROVINSI JAWA BARAT,2021-04-22,-14,11,-11,-23,-22,11
PROVINSI JAWA BARAT,2021-04-23,-15,8,-12,-27,-21,13
PROVINSI JAWA BARAT,2021-04-24,-16,10,-21,-27,-9,10
PROVINSI JAWA BARAT,2021-04-25,-17,8,-25,-27,-1,11
PROVINSI JAWA BARAT,2021-04-26,-13,10,-8,-23,-21,11
PROVINSI JAWA BARAT,2021-04-27,-13,11,-11,-22,-23,11
PROVINSI JAWA BARAT,2021-04-28,-11,12,-12,-21,-23,11
PROVINSI JAWA BARAT,2021-04-29,-5,23,-6,-16,-21,10
PROVINSI JAWA BARAT,2021-04-30,-3,25,-4,-17,-19,10
PROVINSI JAWA BARAT,2021-05-01,-1,29,-8,-13,-31,9
PROVINSI JAWA BARAT,2021-05-02,-3,26,-15,-12,1,7
PROVINSI JAWA BARAT,2021-05-03,2,30,4,-11,-22,8
PROVINSI JAWA BARAT,2021-05-04,2,33,3,-4,-23,8
PROVINSI JAWA BARAT,2021-05-05,3,32,4,-3,-24,8
PROVINSI JAWA BARAT,2021-05-06,3,34,2,-19,-23,10
PROVINSI JAWA BARAT,2021-05-07,5,33,6,-26,-22,10
PROVINSI JAWA BARAT,2021-05-08,-2,30,-9,-26,-13,8
PROVINSI JAWA BARAT,2021-05-09,0,31,-11,-24,0,8
PROVINSI JAWA BARAT,2021-05-10,13,44,18,-17,-33,10
PROVINSI JAWA BARAT,2021-05-11,16,56,25,-6,-39,10
PROVINSI JAWA BARAT,2021-05-12,18,68,45,-9,-63,15
PROVINSI JAWA BARAT,2021-05-13,-5,28,50,-30,-72,6
PROVINSI JAWA BARAT,2021-05-14,1,31,69,-29,-73,14
PROVINSI JAWA BARAT,2021-05-15,-6,26,58,-22,-49,7
PROVINSI JAWA BARAT,2021-05-16,-7,23,33,-20,-16,5
PROVINSI JAWA BARAT,2021-05-17,4,30,41,-19,-36,10
PROVINSI JAWA BARAT,2021-05-18,3,30,35,-5,-33,9
PROVINSI JAWA BARAT,2021-05-19,4,30,35,-4,-28,8
PROVINSI JAWA BARAT,2021-05-20,1,29,26,-9,-25,9
PROVINSI JAWA BARAT,2021-05-21,-4,20,18,-16,-22,11
PROVINSI JAWA BARAT,2021-05-22,-7,22,16,-10,-11,7
PROVINSI JAWA BARAT,2021-05-23,-6,23,21,-6,0,6
PROVINSI JAWA BARAT,2021-05-24,-7,16,12,-12,-21,9
PROVINSI JAWA BARAT,2021-05-25,1,30,20,-2,-21,8
PROVINSI JAWA BARAT,2021-05-26,15,37,55,-2,-56,15
PROVINSI JAWA BARAT,2021-05-27,4,32,19,-7,-19,8
PROVINSI JAWA BARAT,2021-05-28,3,28,17,-11,-17,9
PROVINSI JAWA BARAT,2021-05-29,-8,20,8,-5,-7,7
PROVINSI JAWA BARAT,2021-05-30,2,32,28,1,2,5
PROVINSI JAWA BARAT,2021-05-31,7,33,31,-3,-21,8
PROVINSI JAWA BARAT,2021-06-01,16,40,53,0,-58,15
PROVINSI JAWA BARAT,2021-06-02,5,34,21,-4,-19,8
PROVINSI JAWA BARAT,2021-06-03,8,39,22,-5,-18,8
PROVINSI JAWA BARAT,2021-06-04,4,30,19,-11,-16,10
PROVINSI JAWA BARAT,2021-06-05,3,34,21,-4,-6,5
PROVINSI JAWA BARAT,2021-06-06,0,27,22,-1,1,6
PROVINSI JAWA BARAT,2021-06-07,3,30,22,-9,-18,8
PROVINSI JAWA BARAT,2021-06-08,2,28,18,-11,-19,9
PROVINSI JAWA BARAT,2021-06-09,5,30,20,-10,-18,9
